"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
-2,-6,-4,34,-10,-6,0,-6,2,2,6,4,6,-22,-12,16,-4,8,31,-18,2464,33.3972871300848,-16.8586477020563,14.2354610567186,186.947582837383,2.7947490842987,18.5257863985351,29.9898245614049,83.6780477397988,12,-4,-2,-3,-15,2,-3,9,1,-10,1,-7,-5,-3,-4,7,4,-9,8.99999999999985,-147.764827260876,88.0000000000001,279,-0.809473684210445,-1.91436248179495,6.92000000000007,128.36,7.46315789473687,7.25503459084211,-0.461738040736478
0,8,2,-4,8,8,-28,-16,-4,2,-2,18,0,14,-24,-12,-22,6,-55,-50,-4900,50.7933566087104,-11.726242992986,4.31638586925692,-290.091191357729,5.32003671719781,13.330840833367,-25.0270175438586,-86.4541778638813,3,0,-8,2,0,3,2,11,-5,7,9,-1,-3,8,6,-9,-1,-2,-2.0000000000001,-28.7189272753612,203,531,12.0687719298246,-3.21076628039591,-4.76000000000001,-176.08,4.11929824561403,19.3313141732281,0.451241643443161
-2,-6,-4,20,16,2,14,0,-10,8,-14,-18,8,10,0,-22,28,6,10,-49.0000000000009,96,-12.7067236919629,8.21689882273222,-24.7461781316842,-278.303458566319,9.36867809177556,-70.6405363623194,5.89964912280811,-10.9494392473625,-1,3,-15,-5,-4,-2,-6,3,1,-1,2,9,-2,-4,-1,-1,-2,1,-23.0000000000001,-47.2676636666538,132,723,31.2908771929825,0.575807883499887,18.76,496.08,-7.62807017543857,9.44687821111177,0.318852581164151
12,-10,-8,22,-2,-2,2,26,18,-4,-28,-12,24,8,22,-18,4,8,21,88,2264,-53.5643179438739,25.3866802128168,-36.4491815866982,219.070107350832,1.13910648878459,9.67302728984787,11.7463157894749,133.058191674267,5,-6,8,0,-5,8,5,-10,-7,-4,11,-8,-3,-2,9,-7,9,1,41.9999999999999,157.097472782583,256,311,-12.4442105263158,-0.579573082083856,6.95999999999996,280.680000000001,-14.5052631578947,32.1870104613613,0.035821331010176
-6,-6,-2,-12,10,-16,-2,0,-6,-4,-12,-20,2,-20,8,-12,0,-6,-52,-154,-7156,135.463529839442,-45.848906950423,-1.60977505839719,-488.262180673708,-12.8521419850451,-81.5907682535913,-9.83649122806901,-200.695514470766,5,-9,-20,4,1,-8,3,-7,-2,12,10,-3,1,-7,2,4,-4,-2,21.9999999999999,39.9082000289727,181,593,3.2435087719299,3.21759350994786,4.36000000000003,-40.1200000000008,-10.3122807017544,26.0800532964257,0.485478314892482
-4,-2,-2,12,28,6,8,-12,-8,10,4,-2,10,-8,20,-4,-16,26,43,25,2772,-98.9050722460743,24.8960243830707,19.3662793574194,351.499286780614,-15.5496083201879,-105.059309043499,13.1645614035097,137.833550498643,-3,-4,7,7,1,4,0,-7,-3,7,3,8,3,0,-6,3,3,-3,13.9999999999999,-76.9675090724722,239,621,5.51859649122815,-2.74587836924628,17.3200000000001,911.56,6.16491228070174,16.98138878447,0.428626311717785
-6,0,-14,-4,-2,10,16,-8,-18,4,14,-12,0,-12,-20,14,4,28,31,138.999999999999,4572,-110.113483472009,45.1413522979437,-2.55685699039077,373.247338090361,14.7947490842985,39.7055182173755,32.9898245614045,100.431933145645,-9,-1,4,-3,-7,-8,-6,-5,-1,11,-9,-3,-2,1,4,-1,9,4,27.9999999999999,90.0649818550564,290,540,5.0371929824563,0.479550857915601,7.63999999999997,671.12,-0.670175438596473,21.7101460308904,0.423019294859387
0,8,24,6,2,-6,4,-22,10,16,10,18,16,-18,12,-4,6,-6,-22,-35,-3588,-36.9550558810461,-0.462226737606215,-19.1528062958714,-64.3547721158538,-19.7130354962612,32.2160908695829,-26.8996491228058,-78.9507953106568,-9,-8,7,-4,-6,-3,-6,-4,4,4,-5,0,-3,-6,5,0,5,4,24.9999999999999,5.98659094201503,369,888,1.6403508771931,-0.35779624143214,7.99999999999996,-107,-3.49122807017545,29.373934263426,0.169063937456219
-2,18,24,14,-8,-6,0,16,-6,-10,18,-6,-16,-26,6,4,-6,22,58,68.9999999999991,5080,8.34074051780226,18.2969191419588,46.9912765870044,322.936236439818,18.0773378249521,34.9961318767853,14.2017543859661,224.079367267434,1,0,8,5,-8,7,-2,-5,1,-6,-2,-4,-1,3,-1,-3,-7,-1,-29.0000000000001,-21.4244454927375,129,65,11.4971929824562,-0.725658737075598,6.48000000000005,539.84,-8.27017543859647,0.281081570762694,-0.996553198049906
4,16,2,-4,6,10,-20,2,-18,-6,18,-18,0,4,-2,-16,12,-6,4,-2.00000000000091,-344,-72.92897834004,46.3395627801692,-7.47184091754571,-53.9346650744192,-0.459143205981036,109,-32.6877192982447,-10.2266538907515,8,2,2,-14,4,-4,-2,3,3,5,0,-4,-1,2,-6,0,-5,4,-59.0000000000001,-126.208354623154,-306,-889,-4.47122807017536,-5.52386407393303,-19.9199999999999,-384.359999999999,-9.48070175438596,15.382948821315,0.119118268421818
0,6,10,12,16,-4,-18,-22,4,16,10,0,-14,-4,-18,14,-2,-8,-13,-96.0000000000009,-1940,101.258890763389,-60.938668021282,33.7826833517065,-178.645421945956,16.0860893511219,-112.852759108688,8.55017543859776,-50.3811325726838,5,-2,-14,-11,-9,-6,4,-4,-8,2,2,3,-3,-3,2,2,6,-3,15,120.39195456521,15.9999999999997,39.0000000000005,-18.0157894736842,-0.0512053233335448,-3.79999999999994,-913.399999999999,11.1052631578948,17.2593354128717,0.268591043553034
-6,4,-22,10,10,14,-2,-12,-2,-8,-12,20,6,10,16,14,-10,16,13,142,5252,-29.8628817329136,15.5093441702538,96.897649021832,497.960440096329,13.3112851910278,12.2351727391253,0.227719298246939,220.299105831617,3,8,-10,-4,13,3,-6,6,-1,0,6,12,1,4,5,3,-3,10,-28,39.9350181449436,-207.000000000001,-204,2.96280701754392,1.0839526963644,9.35999999999999,-625.119999999999,-8.3298245614035,-17.7259330018165,0.718875977901881
2,-4,-20,-10,16,-12,-2,0,4,6,24,-20,-10,8,-6,-8,-16,2,-39,-92,-4652,51.1262323460742,-38.0942348652961,-3.50512943017975,-142.06678430437,-1.19649938953148,-82.8164000579453,-8.19614035087579,-126.453589686967,-1,8,5,-4,5,4,4,-5,8,2,11,1,2,-8,-7,-4,3,-3,4.99999999999994,64.7973181884026,77.0000000000002,319,-10.6719298245612,-0.000569928840428169,-16.6,492.2,9.70175438596493,-7.41008742523491,-0.577218640085825
-2,4,-18,-16,14,2,-10,4,6,-6,-6,-16,22,8,12,-8,10,38,-15,-62,-2132,26.319628119918,-14.938668021282,27.7645230544522,-136.520258075907,-25.9139106488776,-28.3690045724521,7.61894736842214,-56.2661860367916,8,-1,8,-3,1,-3,1,2,-1,8,-3,1,6,2,-2,2,-5,4,22.9999999999999,23.2676636666529,-242,-961,0.70912280701765,-2.65587293385623,1.24,360.919999999999,8.62807017543861,0.342002955031376,0.0806468458513052
-2,2,4,0,-2,0,-10,-34,18,4,10,12,-12,-12,6,-12,-14,-24,-19,-28,-5164,48.4996337220728,-35.1697813900846,-45.9584835105629,-108.237783162142,0.229571602990973,12.7323363333468,-23.571578947367,-27.7820918842608,-3,0,-4,-2,1,9,0,4,-3,2,-4,6,4,-2,-2,-1,-6,4,28.9999999999999,67.4244454927366,137,167,-23.4971929824561,1.03560415146926,-0.47999999999994,-946.839999999999,6.27017543859651,9.07853234401443,0.265521535972358
