"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
-6,-8,-28,6,10,6,-2,12,-4,16,-6,18,-10,-12,10,-16,-4,4,-25,-175,-2228,72.8100203416598,-60.6933401064089,101.651194025528,-166.134239981868,6.43044675560827,-3.88525003621575,-8.62456140350741,-79.9388659239667,-5,-8,9,5,-2,8,-5,5,2,2,9,0,-5,-1,1,1,1,-12,32.9999999999998,22.8623000434582,383,1019,18.3652631578948,0.0870765070369998,26.04,732.320000000001,-1.96842105263156,9.67139131185149,0.890496659424535
-6,12,-14,18,-14,22,-4,10,14,22,-4,-16,6,10,-10,-20,-6,30,-7,86,-112,-16.8343691599566,-8.7075546524793,28.439176959298,-81.4757182343383,-4.05739290074735,-2.59463637680591,4.67192982456299,-32.7741894146857,6,0,4,-13,1,-1,12,5,5,5,1,3,-4,4,-3,0,5,5,25,63.9865909420132,-71.0000000000002,62,-1.35964912280696,-0.895381836783483,-6.99999999999999,-1321,7.50877192982458,-25.7822475944787,0.527720022502997
0,0,-6,-10,0,4,36,-18,2,2,4,2,24,6,-2,-18,-14,-4,16,95.9999999999991,2360,-106.743785384435,46.8017895177745,-21.7905098806218,97.5798807152169,-6.74610770971981,61.9541000144861,-4.44421052631469,72.1248107036226,4,5,7,-3,8,5,-8,-2,0,7,-1,-3,-3,1,-4,-7,4,-6,28,46.0649818550555,163,86.9999999999995,-3.96280701754375,-1.22818547390666,6.63999999999994,341.119999999999,12.3298245614035,8.60929373966337,0.0387282751442442
12,-10,2,4,-26,6,-4,-10,0,-22,14,-6,2,12,-10,8,-20,-8,-36,-146.000000000001,-2544,101.769058422882,-33.1555668440142,94.0117135397809,-109.082759456491,0.717411259346818,42.879577224659,-17.4024561403498,-31.5064359965745,1,0,1,-7,7,-2,5,5,-2,4,9,3,-5,-3,-15,2,1,-4,7.99999999999994,32.875709101445,330,758,-2.2750877192982,1.50868783533732,0.0400000000000276,370.32,11.5228070175439,13.1597713624822,-0.776375011852327
-6,2,0,-10,-28,-2,18,-20,-16,-6,-8,4,8,10,-8,28,2,-8,-10,89,312,30.5254052277014,-18.7075546524793,-0.422660525446645,-70.4864150048452,-6.05739290074712,-75.1338318333265,9.27508771929934,-4.82373986267157,2,2,5,-5,0,-1,-4,7,4,-3,4,-2,4,6,5,-5,1,1,-15.0000000000001,-70.3919545652088,22.9999999999996,-10,1.01578947368432,-1.49954740837097,11.7999999999999,529.4,0.894736842105274,25.5693023092882,-0.0947850170275153
-4,0,6,-6,16,-2,-24,20,2,4,-6,-4,14,4,-32,16,14,-24,-35,-99.9999999999991,-3140,56.0920113214797,-19.8631214964935,-87.1866330229877,-111.747308743819,2.66001835859925,12.4417226739368,-11.0056140350866,-80.9969336853264,3,-3,-5,-5,-4,0,-5,0,-4,-17,5,7,3,0,-1,0,-1,10,-11,81.0458999855136,-217,-360,-27.1217543859648,3.82657147040677,-16.68,-17.4399999999996,7.65614035087719,-7.33185204124504,1.24708647902977
4,20,-6,6,-4,-18,-14,-14,-2,6,-4,16,-4,-10,0,22,-16,-4,7,-101.999999999999,-3780,37.7939173786726,-38.3679918723092,-4.62084659096035,-134.885068128999,-2.51653610672906,-32.5621454492771,3.64035087719412,-91.6838016140064,-6,-2,-13,-5,-4,-3,-4,-1,0,-3,-8,-8,1,-8,-1,0,-6,-1,21.9999999999999,45.9082000289727,11,27.9999999999995,-3.75649122807005,-1.03217326876397,-0.640000000000029,468.88,-3.31228070175437,17.768601853325,0.0789567229157022
2,-4,2,0,20,-10,-10,2,-22,-6,8,0,-2,10,-6,-2,6,0,-26,-73.9999999999991,-764,76.4996969682379,-58.6933401064089,111.475525540467,-171.057792391191,-11.5695532443917,14.2160908695828,-7.09017543859545,-16.8874443905061,3,-2,-3,3,12,-14,1,-4,3,-9,7,-3,0,2,2,-1,0,-2,4.9999999999999,-5.20268181159736,-89.0000000000003,-162,27.3280701754387,1.1279618222614,0.399999999999991,-38.8000000000002,-0.298245614035068,-25.5674521849216,0.614637817857773
-8,0,2,14,-14,-10,-6,14,2,10,-14,2,20,20,-4,16,-4,-18,7,-95.0000000000009,-336,56.8602999614395,-28.7217691985488,17.9263227251085,36.4410935213964,1.45476744289726,-6.28107272463916,-5.89403508771829,-7.08621578933707,3,-6,-2,-10,-5,4,2,-5,2,8,-6,5,0,-7,-6,-2,-1,3,0.999999999999957,23.3594636376802,170,106.999999999999,-3.53438596491219,-1.92202934653634,-1.11999999999998,570.04,-1.05964912280699,24.2472238462501,0.215113817711938
-4,-6,6,-2,-6,-4,8,18,8,2,18,-28,4,-8,-16,-14,10,-32,-11,55.9999999999991,-636,-55.5820059544512,37.6462226737603,-93.634660647047,-327.505581450867,11.9713035496268,-18.0095409347712,4.34385964912417,-134.292373736071,-3,2,-1,0,4,-5,0,-4,-6,6,2,-3,10,8,-4,-1,5,-2,27.9999999999999,-7.93501814494448,239,455,7.03719298245619,-0.982497082098483,14.64,-657.88,2.32982456140354,-3.8227136723134,-0.0374270884500909
