"name","type","shortName","interaction1","interaction2","parm","period","group","groupName","rateType","basicRate","effect1","effect2","effect3","timeDummy","setting","theta","mean_deviation","t_ratio"
"dv.net","rate","Rate","","",0,"1",1,"Group1",NA,TRUE,0,0,0,",","",0.0472285517006319,-0.072,-0.016385691213855
"dv.net","rate","Rate","","",0,"2",1,"Group1",NA,TRUE,0,0,0,",","",0.138947127241676,0.168,0.0201281586550937
"dv.net","rate","Rate","","",0,"3",1,"Group1",NA,TRUE,0,0,0,",","",0.431383299050434,0.220666666666667,0.0177579285514607
"dv.net","rate","Rate","","",0,"4",1,"Group1",NA,TRUE,0,0,0,",","",0.348476805163765,-0.339333333333333,-0.0243170202167552
"dv.net","rate","Rate","","",0,"5",1,"Group1",NA,TRUE,0,0,0,",","",0.32331002575659,-0.0893333333333333,-0.00770482931650997
"dv.net","rate","Rate","","",0,"6",1,"Group1",NA,TRUE,0,0,0,",","",0.319427909492523,0.076,0.00645012331753397
"dv.net","rate","Rate","","",0,"7",1,"Group1",NA,TRUE,0,0,0,",","",0.397896556975764,-0.408,-0.0316976901984387
"dv.net","rate","Rate","","",0,"8",1,"Group1",NA,TRUE,0,0,0,",","",0.309301809730758,0.177333333333333,0.0146422134743009
"dv.net","rate","Rate","","",0,"9",1,"Group1",NA,TRUE,0,0,0,",","",0.326949687404408,-0.243333333333333,-0.0195435455279599
"dv.net","rate","Rate","","",0,"10",1,"Group1",NA,TRUE,0,0,0,",","",0.274932074137989,-0.216,-0.0185308445612117
"dv.net","rate","Rate","","",0,"11",1,"Group1",NA,TRUE,0,0,0,",","",0.321980254209982,0.008,0.000639608338886172
"dv.net","rate","Rate","","",0,"12",1,"Group1",NA,TRUE,0,0,0,",","",0.446277815335225,0.103333333333333,0.00693081491602045
"dv.net","rate","Rate","","",0,"13",1,"Group1",NA,TRUE,0,0,0,",","",0.353550675896231,-0.042,-0.00314369966157224
"dv.net","rate","Rate","","",0,"14",1,"Group1",NA,TRUE,0,0,0,",","",0.323414840459065,-0.0646666666666667,-0.00500218727613121
"dv.net","rate","Rate","","",0,"15",1,"Group1",NA,TRUE,0,0,0,",","",0.289483593219262,0.232666666666667,0.0188962816307891
"dv.net","rate","Rate","","",0,"16",1,"Group1",NA,TRUE,0,0,0,",","",0.515745078600189,-0.414666666666667,-0.0258455953650828
"dv.net","rate","Rate","","",0,"17",1,"Group1",NA,TRUE,0,0,0,",","",0.341188568215274,0.078,0.00587092534244026
"dv.net","rate","Rate","","",0,"18",1,"Group1",NA,TRUE,0,0,0,",","",0.396523875004118,-0.191333333333333,-0.0129699203911146
"dv.net","eval","density","","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",-5.53183524349745,-0.117666666666667,-0.0042972331326511
"dv.net","eval","transTriads","","",0,NA,1,"Group1",NA,FALSE,0,0,0,",","",0.1571744452659,-1.04333333333356,-0.0114940103233319
