"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
-4,-18,10,-10,12,8,-6,-14,-16,14,2,8,6,-18,-2,4,-14,4,-51,5.99999999999909,-4108,-14.2563064516253,-12.2026842766627,-16.1309436312667,-425.844483233588,-8.88083843541926,-59.1299637101122,-2.90526315789339,-171.601339439176,-4,17,-3,-2,1,-3,13,-6,-4,3,-1,2,-1,-4,5,-3,4,2,-8.00000000000006,-46.875709101445,28.9999999999997,222,8.27508771929831,-2.10066422410731,9.9599999999999,367.68,-3.52280701754384,-14.862022531294,-0.837415374318915
2,26,-8,8,-14,-4,2,6,2,-28,4,2,-2,-22,8,20,0,20,-3,-15,-2320,9.16987804358905,13.877336042563,-99.6681636118547,63.1051077483935,-6.17217870224249,-94.4378545507223,5.39684210526457,64.6604022197134,-2,7,-10,4,-2,-2,-7,0,2,-7,11,-3,4,-2,-8,2,2,-5,26,109.346054579695,61.9999999999996,71,-9.8940350877192,1.35752094910152,-13.12,-457.96,-6.55087719298245,-17.4100038984955,1.11627313841113
-8,-4,16,14,-2,-6,0,30,2,-6,-6,12,20,-20,-20,-4,2,14,27,100,3124,-72.8275316864328,-7.44353839709856,-81.6975146150371,-111.172237745777,2.90953488579407,-109.732336333347,-6.73508771929664,-9.40267032352313,-9,6,3,-9,1,2,1,-3,-1,7,0,4,2,-2,-10,0,5,-1,-14.0000000000001,-81.0324909275287,104,147,7.48140350877196,-2.12055946976688,21.6799999999999,210.440000000001,-3.16491228070174,16.495932488467,-0.603809251025528
0,-4,10,8,10,8,8,-10,-14,12,8,-6,10,-14,-18,-12,-8,10,53,17,1684,-52.1437767733678,33.3582511206769,12.6696145103433,464.807713959279,6.16342717607358,-34.0268181159714,24.4768421052645,163.66337747911,-5,14,-3,3,2,-2,-7,0,-3,0,2,15,-7,-6,-8,-2,0,1,-10.0000000000001,-65.5946363768062,-214,-597,-15.6561403508771,-2.79701235763505,-13.7999999999999,-84.4000000000005,4.59649122807019,-29.3210834259214,-0.956270447965725
2,-8,2,-4,-14,-10,24,-10,-14,4,-8,8,18,4,6,-8,-6,6,-8,119.999999999999,500,-84.7431228213627,-9.4151093049577,15.219005109615,-81.635514333233,15.8852141985053,4.22563180435367,5.13754385965012,-145.392636788431,12,-4,-3,-2,-3,0,5,11,3,-7,-6,-6,-2,9,6,4,0,3,-34,-144.22176368114,-364,-935,-2.83087719298237,-2.95924889629743,-12.9199999999999,-342.359999999999,2.02807017543861,-1.26427531043998,0.0844895639870913
-2,10,-2,-12,-14,8,-8,-4,-12,4,26,10,-2,6,8,-4,28,38,-1,22.9999999999991,1948,-52.9779305002703,10.4622267376053,-71.9804985817923,-130.851733387251,-0.286964503738091,-34.4378545507224,10.1905263157901,-73.8853358014021,6,-6,3,-11,-5,-6,7,-2,6,1,-3,1,7,2,5,-4,-3,-4,-46,-24.5353273333067,-27.0000000000001,-21,9.58175438596498,0.487860857327944,11.52,1216.16,-15.2561403508772,-5.29572238737808,-0.542265486686098
-6,-4,0,-4,-2,12,28,18,-30,2,6,18,-12,0,-2,16,12,8,42,120.999999999999,4768,-166.173818250176,75.2498017093103,-40.0835407684967,345.264688324547,8.4790881301858,67.4798864130217,10.2333333333345,133.077338049767,-18,0,3,5,-6,4,4,4,-7,1,4,-2,-2,1,0,-6,8,1,11.9999999999998,88.3135636521665,-67.0000000000001,-57,-6.41263157894736,-6.70530400031311,0.560000000000045,441.48,1.28421052631582,-10.0488569139574,0.116287358494869
-8,-4,4,26,-8,0,-2,2,16,-16,6,-8,8,0,12,-26,16,-2,10,79,1848,29.3305407097159,-19.7831011772678,62.4996611746619,157.847090512274,-4.63132190822444,47.1567818260834,6.89964912280811,76.5491742413215,-11,-6,19,-8,7,2,0,-1,-4,11,-3,1,-4,0,-6,-2,9,2,-8.0000000000001,33.124290898555,-226,-865,18.2750877192983,-3.05301235261731,-2.04000000000006,-145.320000000001,-7.52280701754384,-4.91426387303238,-0.0761300819601658
2,-6,6,-4,8,24,2,16,-12,4,-2,16,-2,6,20,-2,4,-2,21,72,3132,1.32941006548754,32.3253482340988,28.189314270694,94.8327615417802,-12.9469828623369,12.4703454782502,6.14315789473812,41.5902990238646,-3,-3,-11,8,1,-11,-3,2,-5,2,5,4,0,4,-1,4,4,-4,-27.0000000000001,121.294481782625,-210,-994,-8.57157894736838,-2.31965792133786,-19.76,-165.079999999999,-6.38947368421051,18.4165017480237,-0.00463316699678273
6,14,-28,30,-2,36,2,-14,0,14,-2,8,10,2,0,8,-8,6,1,-77.0000000000009,-1136,-1.74550113042278,15.4008947588873,-12.1506718962764,21.4986178518811,-24.3730538548596,77.3040227173955,-7.4814035087702,72.3230553659923,9,8,-9,-11,2,9,1,-5,-3,12,0,9,1,-4,-1,3,2,-2,0.999999999999929,23.3594636376802,100,202.999999999999,12.4656140350877,-1.48238017272225,-5.11999999999996,614.04,-12.059649122807,-8.41071704214198,0.00871439679808006
