"attempt","bandwidth","whitened_longrun_variance_trace","monte_carlo_squared_ratio_scale","monte_carlo_ratio_scale","observed_squared_ratio","observed_minus_MC_squared_ratio"
1,10,56.4939433829659,0.0564939433829659,0.237684545948966,0.123161957675757,0.0666680142927908
1,20,56.5926965374553,0.0565926965374553,0.237892195200799,0.123161957675757,0.0665692611383015
1,50,56.7763767763761,0.0567763767763761,0.2382779401799,0.123161957675757,0.0663855808993807
