"attempt","first_iteration","last_iteration","n","overall_using_full_covariance","maximum_absolute_t","mean_along_full_sample_maximizing_direction"
2,1,250,250,0.407106215475739,0.117028174976684,0.167925654356343
2,251,500,250,0.48823461950768,0.124975903450474,0.27769942940331
2,501,750,250,0.595799259757799,0.192124700805249,0.469584018932518
2,751,1000,250,0.555340635631842,0.195370729395074,0.361084733307879
