"name","effectName","functionName","shortName","interaction1","interaction2","type","basicRate","include","randomEffects","fix","test","timeDummy","initialValue","parm","functionType","period","rateType","untrimmedValue","effect1","effect2","effect3","interactionType","local","setting","netType","groupName","group","effectNumber"
"dv.net","constant dv.net rate (period 11)","Amount of network change in period 11","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.06565521578492,0,"rate","11",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,11
"dv.net","constant dv.net rate (period 12)","Amount of network change in period 12","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.44534234729974,0,"rate","12",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,12
"dv.net","constant dv.net rate (period 13)","Amount of network change in period 13","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.19221759295653,0,"rate","13",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,13
"dv.net","constant dv.net rate (period 14)","Amount of network change in period 14","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.11628016665357,0,"rate","14",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,14
"dv.net","constant dv.net rate (period 15)","Amount of network change in period 15","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.01503026491628,0,"rate","15",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,15
"dv.net","degree (density)","Number of edges","density","","","eval",FALSE,TRUE,TRUE,FALSE,FALSE,",",-0.253491045122475,0,"objective",NA,NA,-0.253491045122475,0,0,0,"ego",FALSE,"","oneMode","Group1",1,28
"dv.net","transitive triads","Number of transitive triads","transTriads","","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,31
"dv.net","degree act+pop","Sum of squared degrees","degPlus","","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,1,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,61
"dv.net","nets.lndistance_d","Sum of ties x nets.lndistance_d","X","nets.lndistance_d","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"dyadic",FALSE,"","oneMode","Group1",1,99
"dv.net","nets.ATOP_d","Sum of ties x nets.ATOP_d","X","nets.ATOP_d","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"dyadic",FALSE,"","oneMode","Group1",1,128
"dv.net","nets.absidealdiff_d","Sum of ties x nets.absidealdiff_d","X","nets.absidealdiff_d","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"dyadic",FALSE,"","oneMode","Group1",1,157
"dv.net","nets.lntrade_d","Sum of ties x nets.lntrade_d","X","nets.lntrade_d","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"dyadic",FALSE,"","oneMode","Group1",1,186
"dv.net","nets.NATO_d","Sum of ties x nets.NATO_d","X","nets.NATO_d","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"dyadic",FALSE,"","oneMode","Group1",1,215
"dv.net","milex.beh alter","Sum of degrees x milex.beh","altX","milex.beh","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"dyadic",FALSE,"","oneMode","Group1",1,244
"dv.net","beh.democracy_1 alter","Sum of degrees x beh.democracy_1","altX","beh.democracy_1","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"dyadic",FALSE,"","oneMode","Group1",1,373
"dv.net","beh.lncinc_1 alter","Sum of degrees x beh.lncinc_1","altX","beh.lncinc_1","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"dyadic",FALSE,"","oneMode","Group1",1,1147
"milex.beh","rate milex.beh (period 1)","Amount of behavioral change in period 1 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.767985367836337,0,"rate","1",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1438
"milex.beh","rate milex.beh (period 2)","Amount of behavioral change in period 2 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.910644257703081,0,"rate","2",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1439
"milex.beh","rate milex.beh (period 3)","Amount of behavioral change in period 3 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.27284089488814,0,"rate","3",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1440
"milex.beh","rate milex.beh (period 4)","Amount of behavioral change in period 4 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.887323943661972,0,"rate","4",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1441
"milex.beh","rate milex.beh (period 5)","Amount of behavioral change in period 5 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.341269841269841,0,"rate","5",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1442
"milex.beh","rate milex.beh (period 6)","Amount of behavioral change in period 6 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.548883374689826,0,"rate","6",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1443
"milex.beh","rate milex.beh (period 7)","Amount of behavioral change in period 7 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.322415219189413,0,"rate","7",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1444
"milex.beh","rate milex.beh (period 8)","Amount of behavioral change in period 8 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.354466501240695,0,"rate","8",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1445
"milex.beh","rate milex.beh (period 9)","Amount of behavioral change in period 9 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.249068322981366,0,"rate","9",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1446
"milex.beh","rate milex.beh (period 10)","Amount of behavioral change in period 10 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.903478686918177,0,"rate","10",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1447
"milex.beh","rate milex.beh (period 11)","Amount of behavioral change in period 11 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.319042952800915,0,"rate","11",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1448
"milex.beh","rate milex.beh (period 12)","Amount of behavioral change in period 12 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.934657836644592,0,"rate","12",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1449
"milex.beh","rate milex.beh (period 13)","Amount of behavioral change in period 13 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.211801242236025,0,"rate","13",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1450
"milex.beh","rate milex.beh (period 14)","Amount of behavioral change in period 14 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.205590062111801,0,"rate","14",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1451
"milex.beh","rate milex.beh (period 15)","Amount of behavioral change in period 15 on milex.beh","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.63205298013245,0,"rate","15",NA,0,0,0,0,"",FALSE,"","behavior","Group1",1,1452
"milex.beh","milex.beh linear shape","milex.beh centered sum","linear","","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",-0.097976559992045,0,"objective",NA,NA,-0.097976559992045,0,0,0,"OK",TRUE,"","behavior","Group1",1,1482
"milex.beh","milex.beh quadratic shape","milex.beh sum of cent. squares","quad","","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",TRUE,"","behavior","Group1",1,1485
"milex.beh","milex.beh degree","milex.beh outdegrees","outdeg","dv.net","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"OK",FALSE,"","behavior","Group1",1,1528
"milex.beh","milex.beh dense triads","milex.beh dense triads","behDenseTriads","dv.net","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,6,"objective",NA,NA,0,0,0,0,"OK",FALSE,"","behavior","Group1",1,1555
"milex.beh","milex.beh: effect from beh.democracy_1","milex.beh x beh.democracy_1","effFrom","beh.democracy_1","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"OK",FALSE,"","behavior","Group1",1,1650
"milex.beh","milex.beh: effect from beh.GDPgrowth_1","milex.beh x beh.GDPgrowth_1","effFrom","beh.GDPgrowth_1","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"OK",FALSE,"","behavior","Group1",1,1709
"milex.beh","milex.beh: effect from beh.nato_1","milex.beh x beh.nato_1","effFrom","beh.nato_1","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"OK",FALSE,"","behavior","Group1",1,1768
"milex.beh","milex.beh: effect from beh.allies_1","milex.beh x beh.allies_1","effFrom","beh.allies_1","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"OK",FALSE,"","behavior","Group1",1,1827
"milex.beh","milex.beh: effect from beh.military_1","milex.beh x beh.military_1","effFrom","beh.military_1","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"OK",FALSE,"","behavior","Group1",1,1886
"milex.beh","milex.beh: effect from beh.lnmids_1","milex.beh x beh.lnmids_1","effFrom","beh.lnmids_1","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"OK",FALSE,"","behavior","Group1",1,1945
"milex.beh","milex.beh: effect from beh.milexSpLag_1","milex.beh x beh.milexSpLag_1","effFrom","beh.milexSpLag_1","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"OK",FALSE,"","behavior","Group1",1,2063
