"ccode1","ccode2","eligible","origin","label","probability"
"101","210",TRUE,0,0,0
"115","210",TRUE,0,0,0
"130","210",TRUE,0,0,0.001
"135","210",TRUE,0,0,0
"140","210",TRUE,0,0,0.001
"145","210",TRUE,0,0,0
"150","210",TRUE,0,0,0
"155","210",TRUE,0,0,0.001
"160","210",TRUE,0,0,0.001
"165","210",TRUE,0,0,0
"200","210",TRUE,0,0,0.023
"205","210",TRUE,0,0,0.009
"2","211",TRUE,0,0,0
"20","211",TRUE,1,1,0.609
"31","211",TRUE,0,0,0
"41","211",TRUE,0,0,0
"42","211",TRUE,0,0,0.001
"51","211",TRUE,0,0,0
"52","211",TRUE,0,0,0
"53","211",TRUE,0,0,0.001
"70","211",TRUE,0,0,0.002
"80","211",TRUE,0,0,0.001
"90","211",TRUE,0,0,0
"91","211",TRUE,0,0,0.002
"92","211",TRUE,0,0,0
"93","211",TRUE,0,0,0.001
"94","211",TRUE,0,0,0.001
"95","211",TRUE,0,0,0
"100","211",TRUE,0,0,0
"101","211",TRUE,0,0,0
"115","211",TRUE,0,0,0.002
"130","211",TRUE,0,0,0
"135","211",TRUE,0,0,0
"140","211",TRUE,0,0,0.001
"145","211",TRUE,0,0,0
"150","211",TRUE,0,0,0.002
"155","211",TRUE,0,0,0.003
"160","211",TRUE,1,1,0.821
"165","211",TRUE,0,0,0
"200","211",TRUE,0,0,0.021
"205","211",TRUE,0,0,0.01
"210","211",TRUE,0,0,0.003
"2","212",TRUE,0,0,0
"20","212",TRUE,0,0,0
"31","212",TRUE,0,0,0
"41","212",TRUE,0,0,0
"42","212",TRUE,0,0,0
"51","212",TRUE,0,0,0
"52","212",TRUE,0,0,0
"53","212",TRUE,0,0,0
"70","212",TRUE,0,0,0.001
"80","212",TRUE,0,0,0
"90","212",TRUE,0,0,0
"91","212",TRUE,0,0,0
"92","212",TRUE,0,0,0
"93","212",TRUE,0,0,0
"94","212",TRUE,0,0,0
"95","212",TRUE,0,0,0
"100","212",TRUE,0,0,0
"101","212",TRUE,0,0,0
"115","212",TRUE,0,0,0
"130","212",TRUE,0,0,0
"135","212",TRUE,0,0,0
"140","212",TRUE,0,0,0.002
"145","212",TRUE,0,0,0
"150","212",TRUE,0,0,0
"155","212",TRUE,0,0,0
"160","212",TRUE,0,0,0
"165","212",TRUE,0,0,0
"200","212",TRUE,0,0,0.004
"205","212",TRUE,0,0,0.003
"210","212",TRUE,0,0,0
"211","212",TRUE,0,0,0.001
"2","220",TRUE,0,0,0.011
"20","220",TRUE,0,0,0.001
"31","220",TRUE,0,0,0.002
"41","220",TRUE,0,0,0.002
"42","220",TRUE,0,0,0.004
"51","220",TRUE,0,0,0.004
"52","220",TRUE,0,0,0.005
"53","220",TRUE,0,0,0.004
"70","220",TRUE,0,0,0
"80","220",TRUE,0,0,0.008
"90","220",TRUE,0,0,0.002
"91","220",TRUE,0,0,0.026
"92","220",TRUE,0,0,0.008
"93","220",TRUE,0,0,0.007
"94","220",TRUE,0,0,0.003
"95","220",TRUE,0,0,0.003
"100","220",TRUE,1,1,0.955
"101","220",TRUE,0,0,0.01
"115","220",TRUE,0,0,0.001
"130","220",TRUE,0,0,0.006
"135","220",TRUE,0,0,0.011
"140","220",TRUE,0,0,0.048
"145","220",TRUE,0,0,0.006
"150","220",TRUE,0,0,0.005
"155","220",TRUE,0,0,0.016
"160","220",TRUE,1,1,1
"165","220",TRUE,0,0,0.003
"200","220",TRUE,0,0,0.087
"205","220",TRUE,0,0,0.053
"210","220",TRUE,0,0,0.022
"211","220",TRUE,0,0,0.03
"212","220",TRUE,0,0,0.002
"2","225",TRUE,1,1,0.999
"20","225",TRUE,0,0,0.001
"31","225",TRUE,0,0,0
"41","225",TRUE,0,0,0.002
"42","225",TRUE,0,0,0.001
"51","225",TRUE,0,0,0.001
"52","225",TRUE,0,0,0.001
"53","225",TRUE,0,0,0
"70","225",TRUE,0,0,0.001
"80","225",TRUE,0,0,0.001
"90","225",TRUE,0,0,0
"91","225",TRUE,0,0,0.001
"92","225",TRUE,0,0,0
"93","225",TRUE,0,0,0.001
"94","225",TRUE,0,0,0
"95","225",TRUE,0,0,0
"100","225",TRUE,0,0,0.002
"101","225",TRUE,0,0,0.001
"115","225",TRUE,0,0,0
"130","225",TRUE,0,0,0.003
"135","225",TRUE,0,0,0.002
"140","225",TRUE,0,0,0.003
"145","225",TRUE,0,0,0
"150","225",TRUE,0,0,0
"155","225",TRUE,0,0,0
"160","225",TRUE,0,0,0.007
"165","225",TRUE,0,0,0
"200","225",TRUE,1,1,1
"205","225",TRUE,0,0,0.008
"210","225",TRUE,1,1,0.987
"211","225",TRUE,0,1,0.004
"212","225",TRUE,0,0,0.006
"220","225",TRUE,1,1,1
"2","230",TRUE,1,1,0.997
"20","230",TRUE,0,0,0
"31","230",TRUE,0,0,0.003
"41","230",TRUE,0,0,0.004
"42","230",TRUE,0,0,0.004
"51","230",TRUE,0,0,0.001
"52","230",TRUE,0,0,0.006
"53","230",TRUE,0,0,0.005
"70","230",TRUE,0,0,0.002
"80","230",TRUE,0,0,0.003
"90","230",TRUE,1,1,0.975
"91","230",TRUE,1,1,0.963
"92","230",TRUE,1,1,0.673
"93","230",TRUE,1,1,0.677
"94","230",TRUE,0,0,0.01
"95","230",TRUE,0,0,0.007
"100","230",TRUE,0,0,0.003
"101","230",TRUE,1,1,0.956
"115","230",TRUE,0,0,0.003
"130","230",TRUE,0,0,0.003
"135","230",TRUE,1,1,0.984
"140","230",TRUE,0,0,0.031
"145","230",TRUE,1,1,0.637
"150","230",TRUE,0,0,0.004
"155","230",TRUE,1,1,0.999
"160","230",TRUE,1,1,1
"165","230",TRUE,0,0,0.002
"200","230",TRUE,1,1,1
"205","230",TRUE,0,0,0.047
"210","230",TRUE,0,0,0.004
"211","230",TRUE,0,0,0.001
"212","230",TRUE,0,0,0.005
"220","230",TRUE,1,1,0.999
"225","230",TRUE,1,1,1
"2","235",TRUE,0,0,0
"20","235",TRUE,0,0,0
"31","235",TRUE,0,0,0
"41","235",TRUE,0,0,0.001
"42","235",TRUE,0,0,0
"51","235",TRUE,0,0,0.001
"52","235",TRUE,0,0,0
"53","235",TRUE,0,0,0.003
"70","235",TRUE,0,0,0.002
"80","235",TRUE,0,0,0
"90","235",TRUE,0,0,0
"91","235",TRUE,0,0,0
"92","235",TRUE,0,0,0
"93","235",TRUE,0,0,0
"94","235",TRUE,0,0,0.001
"95","235",TRUE,0,0,0
"100","235",TRUE,0,0,0.009
"101","235",TRUE,0,0,0.003
"115","235",TRUE,0,0,0.001
"130","235",TRUE,0,0,0
"135","235",TRUE,0,0,0
"140","235",TRUE,1,1,0.993
"145","235",TRUE,0,0,0.002
"150","235",TRUE,0,0,0
"155","235",TRUE,0,0,0
"160","235",TRUE,1,1,0.995
"165","235",TRUE,0,1,0
"200","235",TRUE,0,0,0.004
"205","235",TRUE,0,0,0.003
"210","235",TRUE,0,0,0
"211","235",TRUE,0,0,0.002
"212","235",TRUE,0,0,0
"220","235",TRUE,1,1,0.998
"225","235",TRUE,0,0,0.013
"230","235",TRUE,0,0,0.009
"2","255",TRUE,0,0,0.001
"20","255",TRUE,0,0,0
"31","255",TRUE,0,0,0.002
"41","255",TRUE,0,0,0.004
